client_id,facebookbrands
1997391967,{1998701207}
1997393653,"{1998939894,1998958215}"
1997392795,"{1999261423,1999261401,1998798467,1998798465}"
1997396736,"{1999307775,1999307769,1999307773,1999307770,1999307772,1999307774,1999307778,1999307771,1999388158,1999307766}"
1717320364,"{1998475033,1999478083,1999542568}"
1997396867,"{1999577654,1999734454}"
1997395824,"{1999209019,1999208960,1999208994,1999208995,1999208993,1999208992,1999208982,1999208953,1999209097,1999209042,1999530278}"
1997399504,{1999727386}
1947239852,"{1998322249,1998322259,1998511569,1998450879,1998320688,1998210195,1998244702,1952617548,1952617913,1998450870,1998450871,1998450872,1998450875,1998450877,1998450878,1998450881,1998511359,1998511572,1998511576,1998726081}"
1997395939,"{1999462028,1999462029}"
1997388239,"{1999296079,1999652432,1999702067,1999702105,1999223402,1999702113,1999279079,1999702122,1999565505,1999637602,1999299820,1999637603,1999637605,1999637606,1999637599,1999228477,1998789268,1998789261,1998789252,1998789257,1998789245,1998788458,1998789239,1999017191,1999223424,1999029215,1999343583,1999300561,1999300567,1999300572,1999300583,1999300589,1999301617,1999301621,1999301626,1999030189,1999302919,1999330342,1999329463,1999369804,1999369814,1999369818,1999369829,1999369833,1999369839,1999369841,1999369848,1999369861,1999369863,1999369873,1999369805,1999369819,1999369823,1999369834,1999369837,1999369842,1999369865,1999369807,1999369845,1999369852,1999369856,1999372267,1999372274,1999369849,1999369854,1999369831,1999369813,1999441535,1999441537,1999390659,1999223431,1999739961,1999513842,1999445035,1999223445,1999223601,1999601471,1999539065,1999573221,1999432908,1999616131,1999590903,1999175994,1999628570,1999641687,1999641703,1999637527,1999304998,1999621585,1999545131,1999078152,1998789281,1998760352,1999247660,1998774191,1998804588,1998760358,1999158066,1999726167,1998820394,1998820401,1999695763,1999037989,1999155721,1999078148,1999078151,1999017546,1999668892,1999364691,1999548397,1999223418,1999178136,1998785062}"
1997387476,"{1999255590,1999255593,1999255589,1999255587,1999255592,1998657888}"
1997392351,"{1998806899,1998741578}"
1997396744,"{1999349261,1999349264,1999426456}"
1997391717,"{1999197588,1999197589,1999197591,1998691177,1999066221,1998867922,1999034997,1999111862,1999066210,1999640415,1999640618,1999640612,1999034996,1998867918,1998867925,1999549691,1999550188,1999066127,1998691171,1998845442,1998944508,1999014161,1999014175,1999066212}"
1997395325,"{1999404117,1999214586,1999214589,1999214593,1999214591}"
1997391842,{1998712712}
1997389866,"{1998475541,1998475537,1998483691,1998475535,1998475536,1998475542,1998475543,1998475534,1998475538,1998475532,1998475533}"
1997385952,{1998313322}
1997395023,{1999114078}
1997391422,"{1999255959,1999323973,1999257074,1999333920,1999371845,1999371898,1999372333,1999257080,1999257079,1999257076}"
1997395856,"{1999643274,1999659681,1999432776,1999389878,1999341772,1999432787,1999448299}"
1997393510,"{1999308026,1999044634,1999466631,1998888817}"
1997398765,"{1999615974,1999616729,1999615970}"
1955615224,"{1998827850,1998827851,1998827854,1998827860,1998827852,1998827853,1998827861,1998827856,1998827842,1998827840,1998827849,1999038874}"
1997391689,"{1999370955,1999044539,1999044526,1999060616}"
1997394289,"{1999357034,1999278963,1999460680,1999460677,1999460681,1999264757,1999264660,1999128963,1999135309,1999182572,1999182573,1999182574,1999060094,1999343729,1999343730,1999343731,1999276520,1999276862,1999278020,1999278023,1999278028,1999278072,1999357031,1999279511,1999279744,1999279780,1999279852,1999307129,1999332066,1999332069,1999332076,1999332100,1999332105,1999332107,1999332109,1999273188,1999386836,1999370664,1999370668,1999370670,1999370679,1999370689,1999370692,1999370700,1999370673,1999370697,1999370676,1999264745,1999274471,1999023665,1999262814,1999262811,1999262747,1999263011,1999263040,1999262749,1999727492}"
1997398512,{1999612373}
1997391845,"{1998670025,1998670024,1998670027}"
1997398958,{1999641570}
1997386037,"{1998191166,1998189068,1998189072,1998189073,1998189075}"
1997390755,"{1999027240,1998591666,1998612052,1998549034,1999535721,1999466220,1998549029,1998549037,1998549045,1998549039,1998549035,1998549033,1998549041,1998549046,1999148037,1999262265,1998845734,1999606067,1998549026,1998549027}"
1997389315,"{1998575884,1998978026,1998497133,1998978019,1998487232,1998492267,1998978022,1998497134,1998978020,1998978024,1998481731,1998481728,1999517658,1999574348,1998481752,1998481742}"
1169883831,"{1573342823,1715587995,1424915522,1999442496,1999734654,1999734667,1999735588}"
1997398658,{1999617194}
1997388469,"{1998414762,1998414761,1998414763}"
1997398094,"{1999554506,1999554507,1999546514,1999546522}"
1997391342,"{1999660123,1999660124,1999299971,1999014853,1999014859,1999014860,1999014857,1999014856,1999745622,1999745642,1999745654,1999745655,1999745667,1999745670,1999745668,1999745684,1999745688,1999325469,1999409623,1999299970,1999559147,1999014858,1999299968,1999299967,1999037071,1999119542,1999041839,1999299969,1999037070}"
1997388707,{1998375950}
1997396527,{1999401492}
1997392897,"{1998870749,1998870748,1998833845,1998833847}"
1997398708,"{1999692920,1999692918,1999684993}"
1768820415,"{1998751145,1999161834,1999035295,1999042009,1998995205,1999042010,1999035285,1999035298,1998995223,1999035299,1999035297,1998995204,1999673634,1999187651,1999187650,1999187649,1999187648,1999187646,1999187645,1999187644,1999187643,1998955760,1998751139,1998751142,1998751144,1998636128,1998171548,1998494118,1998602978,1998602979,1998654666,1998654718,1998654722,1998654732,1998902342,1998902343,1998902345,1998955746,1999035284}"
1997393284,{1998869034}
1997387592,{1998863196}
1997397937,"{1999602145,1999569974,1999569987,1999569965,1999569990,1999532393,1999574001,1999612577,1999529879,1999529877,1999569980,1999532396,1999569984,1999532394}"
1997391548,"{1998648096,1998648126,1998648115,1998648112,1998648116,1998648109,1999333976,1998646741,1999382956,1999162174,1999027881,1999205210,1999377116,1999724521,1999110722,1998695275,1998648110,1998648118,1999527083,1999710259,1998648132,1998648127,1999747730,1998648140,1998640260,1998640251,1998640288,1998640286,1998640261,1998645288,1998645291,1998645286,1998724983,1998978725,1999049919}"
1997397136,"{1999763559,1999760500,1999386901,1999602351,1999733229,1999733233,1999733231,1999733234,1999758446}"
1997399113,"{1999668112,1999682975,1999682977,1999682978,1999682980,1999685407,1999685409,1999685412,1999685414}"
987268491,"{1835791570,1741504121}"
1997392875,{1998875096}
1997397861,"{1999679501,1999659791,1999619367,1999619360,1999619381,1999619387,1999619389,1999619393,1999584350,1999689797}"
1997387961,"{1998701953,1998747832,1998994074,1998620619,1998620608,1998701950,1998620621,1998701951,1998701937,1998701935,1998993223,1998701949,1998701948,1998620632,1998621881,1998620629,1998620618,1998620627,1998620626,1998994072,1998331989,1998620603,1998620606,1998620593,1998620600,1999315515,1998332015,1998331996,1998331992,1998331987,1998331988,1998331995,1998331993,1998331994,1998372960,1998601028,1998620550,1998668221,1998833589}"
1997394205,{1998984353}
1997398702,"{1999608531,1999608533,1999608536,1999608537,1999608538,1999608539,1999608540,1999608543,1999608547,1999608548,1999609848,1999609847,1999609820,1999609839,1999609843,1999609844,1999609846,1999609876,1999609906,1999609912,1999609913,1999609825,1999609853,1999609914,1999609915,1999609917,1999609919,1999609920,1999609921,1999609922,1999609923,1999610733,1999610776,1999610786,1999610800,1999611034,1999609926,1999610813,1999610835,1999610967,1999610734,1999610777,1999610817,1999610818,1999610836,1999609927,1999610972,1999610994,1999609928,1999610744,1999610778,1999610837,1999610977,1999609929,1999610745,1999610779,1999610838,1999610978,1999610746,1999610780,1999610979,1999616677,1999610747,1999610785,1999610986,1999610987,1999616679,1999610748,1999610791,1999610992,1999610993,1999610749,1999610796,1999610995,1999610752,1999610798,1999610799,1999611000,1999611016,1999611014,1999611007,1999611015,1999611018,1999611019,1999611020,1999611021,1999611022,1999611023}"
1997397719,"{1999455796,1999454626,1999455785,1999456243,1999455789,1999454600,1999455758,1999455645,1999454611,1999455678,1999454605,1999454601,1999455612}"
1997392926,"{1998829771,1998829774,1998829773,1998829781}"
1997394072,"{1999309709,1999627578,1999581226,1999035934,1999035964,1999063784,1999065073}"
1997386833,"{1999153195,1999149369,1999138838,1999142608,1999153336,1999156763,1998684806,1998962010,1998967754,1998988375,1998707674,1999050778,1998707670,1998821935,1998821842,1998809518,1998707681,1998810264,1998967755,1999051070,1998988373,1998893257,1998832146,1998707672,1998707680,1998999724,1998967747,1998746605,1998684808,1998684796,1998822013,1998961974,1998780508,1998893259,1998959167,1998809611,1999017058,1999026608,1999017060,1998846255,1999018268,1998959131,1998718016,1998773566,1999017059,1998959134,1999080141,1998780500,1998686871,1998821863,1998684788,1998680319,1998675850,1998580777,1998684746,1998580696,1998580618,1998684750,1998684734,1998684798,1998684752,1998684749,1998684748,1998684747}"
1768736803,"{1999448267,1999173784,1999173787,1999173796,1999173802,1999173885,1999173889,1999173896,1999174182,1999173890,1999173897,1999173911,1999173893,1999173901,1999177068,1999174040,1999174183,1999174162,1999174179,1999174185,1999174190,1999174189,1998501782,1998662293,1998792970,1998802480,1998658414,1998892356,1998501784,1998860704,1998662055,1998859440,1998792922,1998894482,1998894463,1998860705,1998862185,1998735537,1998667551,1998501795,1998658435,1998667547,1998859335,1998501786,1998894472,1998860702,1998859436,1998501776,1998892389,1998662092,1998894948,1998484408,1998862159,1998912636,1998501796,1998912662,1998658411,1998859320,1998894494,1998912672,1998658422,1998859439,1998501811,1998484409,1998859421,1998658419,1998912637,1998803573,1998860701,1998501808,1998793278,1998662069,1998662080,1998862210,1998658418,1998662079,1998658412,1998662070,1998888546,1998860767,1998501780,1998892361,1998894489,1998792964,1998894468,1998892366,1998892359,1998793261,1998859443,1998484407,1998860703,1998662094,1998484414,1998793266,1998892347,1998803575,1998792910,1998668620,1998658430,1998658425,1998912667,1998658437,1998658428,1998658413,1998662072,1998662056,1998792897,1998662054,1998894485,1998892353,1998662096,1998859444,1998892379,1998894498,1998912651,1998673037,1998658439,1998912666,1998892384,1998658427,1998658431,1998658426,1998658433,1998894501,1998501774,1998501777,1998912640,1998662091,1998501773,1998662049,1998658429,1998484413,1998912665,1998662075,1998792978,1998484406,1998859313,1998662061,1998912673,1998662076,1998859433,1998892354,1998912664,1998892362,1998894502,1998501781,1998862206,1998862166,1998892346,1998862207,1998793286,1998859334,1998859328,1998894474,1998912669,1998859331,1998894495,1998894946,1998894493,1998894478,1998912632,1998892382,1998484411,1998892373,1998662090,1998859447,1998912671,1998892396,1998803571,1998859446,1998862179,1998673040,1998662068,1998859330,1998658421,1998859434,1998892387,1998888586,1998892349,1998792947,1998912633,1998792899,1998662081,1998892390,1998859435,1998859333,1998948098,1998862170,1998888556,1998892358,1998888551,1998912630,1998658416,1998668616,1998894455,1998862184,1998662073,1998912625,1998859318,1998988346,1998859448,1998482552,1998483610,1998482547,1998482548,1998483611,1998482551,1998482549,1998483613,1998483628,1998483625,1999337020,1999340772,1999340774,1999340773,1999340777,1999340803,1999340805,1999340808,1999347364,1999347367,1999347370,1999347381,1999347401,1999347374,1999347385,1998483617,1999199512,1998483619,1998481848,1998483614,1998482546,1998482545,1998482544,1998482543,1998483612,1998483621,1998483615,1998483620,1998483616,1998483632,1998483630,1998483635,1998483631,1998483634,1998859319}"
1997392997,"{1999131302,1999136881,1999164108,1999166473,1999166475,1999166935,1999166474,1999166942,1999167877,1999167953,1999167900,1999175075,1999175333,1999175507,1999166914,1999178277,1999178286,1999166952,1999178278,1999178332,1999166915,1999170590,1999166911,1999166928,1999166984,1999166913,1999166934,1999166937,1999166950,1999166962,1999166916,1999166932,1999166940,1999166948,1999166919,1999166944,1999166993,1999166953,1999166959,1999166954,1999166976,1999186330,1999203202,1999315389,1999278767,1999200478,1999213420,1999213422,1999213417,1999213418,1999214457,1999303916,1999045364,1999082312,1999124694,1998896061,1998926444,1998904837,1998896017,1999135351,1999135945,1999143272,1999143275,1999144780,1999145176,1999103056,1999078639,1999121497,1999243991,1999245879,1999245880,1999292001,1999304661,1999294678,1999310470,1999309272,1999103188,1999333264,1999359847,1999376461,1999348184,1999348212,1999348223,1998855161,1998855163,1998855190,1998932314,1998927734,1998921895,1998964023,1998925993,1998896008,1999387467,1998928389,1999045365,1999388574,1999096858,1999079654,1999388572,1999389792,1999075274,1999388573,1999166945,1999091060,1999561259,1999561260,1998964022,1999044169,1998964021,1998927716,1998926006,1998928400,1999044859,1998964024}"
1997392810,"{1999672886,1999672889,1999666821,1999666814,1999672884}"
1997392113,"{1999036985,1998996946,1998996947,1998996948,1998996949,1998996950,1998996951,1998996952,1998996953,1998996956,1998996957,1998996958,1998996959,1998996960,1998996961}"
1997392827,"{1999614255,1999743781}"
1997389542,"{1998449041,1998449042,1998449404}"
1286459374,"{1998170349,1998212536,1998212535,1998212534,1998857771,1998857775,1998166947,1699113722,1998170372,1955763375,1975596665,1304732276,1860964369,1946102653,1976787010,1998212533,1998693169,1998693176,1998857780,1998977590}"
1997392135,{1999044262}
1997397992,{1999568276}
1997391373,"{1999142721,1999159168,1999159175,1999159178,1999159200,1999159208,1999174077,1999159165,1999159171,1999159183,1999159191,1999159214,1999159221,1999363864,1999363866,1999198556,1999198558,1999198563,1999198570,1999198577,1999198579,1999198580,1998924648,1998983446,1998983448,1998924625,1998924606,1998924591,1998924589,1998924588,1998924650,1999023426,1998983444,1998924636,1998924652,1998924634,1998924633,1998924632,1998924649,1998924630,1998924615,1998924592,1999017911,1998924605,1998983449,1998924635,1998924631,1998924642,1999670016,1998924549,1999241962,1998924585,1998924641,1999294982,1999294984,1998924580,1999362407,1999362419,1999362421,1999362424,1999462513,1999294007,1998924566,1999030423,1999688123,1998899764,1998924579,1999618336,1998924586,1999688781,1998924556,1998924564,1998835551,1998899762,1998924578,1998924554,1998924587,1998899766,1998899768,1998899770,1999462517,1998899758,1998899760,1998965465,1998983421}"
1997395449,"{1999300045,1999300042,1999300051,1999300055,1999300060,1999300062,1999300070,1999300087,1999300075,1999300078,1999300084,1999300090,1999309053}"
1997388809,"{1999303366,1998632706,1998762240,1998624937,1998722307,1998649964,1998587206,1998480536,1998423863,1998486514,1999619040,1999444113,1999544168,1998431884,1998431967,1998431893,1998429277,1999079081}"
1997395542,"{1999229768,1999229772,1999229773,1999229774,1999229775,1999229776,1999229765}"
1997395759,{1999191094}
1997395627,"{1999207029,1999207031,1999207032,1999207033,1999204106,1999207030,1999204110,1999203998}"
1997397854,{1999646562}
1997392676,"{1998850558,1998855540,1998857510,1998851447,1998855557,1998926235,1998857515,1998857873,1998852005,1998855622,1998857511,1998851438,1998857954,1998857509,1998857694,1998855589,1998850555,1998857508,1998926232,1998857512,1998850566,1998926237,1998857514,1998855601,1998926236,1998850553,1998857783,1998857513,1998829371,1998850354,1998850363}"
1997399134,{1999748671}
1528112415,"{1998514863,1998369946,1999744117,1999417019,1999417020,1999417021,1998359105,1998369953,1998369948,1998369945,1998369956}"
1997394037,"{1999723974,1998965650,1998965643,1998965651}"
1883177230,"{1998434774,1998434782,1998657160,1998798607,1998727226,1998803613,1998798621,1998434808,1998803604,1998984409,1998803579,1998798641,1998727228,1998434830,1998798615,1998434816,1998434821,1998798633,1998434810,1998798610,1998798634,1998434828,1998727221,1998798605,1998798609,1998798653,1998434846,1998434776,1998798631,1998518730,1998434823,1998798596,1998803605,1998434829,1998798612,1998798625,1998434797,1998434812,1998803614,1998434778,1998798643,1998798598,1998798636,1998798651,1998798613,1998798619,1998434780,1998798594,1998798617,1998434775,1998434790,1998434791,1998434645,1998518729,1998434644,1998423661,1999602109,1999691515,1998418996,1998418992,1998287656}"
1997393604,"{1999279015,1998964979,1999000756,1998967525,1999000647,1999000643,1998982568,1999000750,1999000646,1999000645,1999000644,1998964975,1998967508,1998964977,1998982570,1998958272,1998964976}"
1997399503,"{1999712044,1999712045,1999712049,1999712046,1999712047,1999712050,1999712048}"
1997395611,"{1999173407,1999169366,1999169368,1999169369,1999169365}"
1997399380,{1999754133}
1997386714,{1998533242}
1997396721,{1999531890}
1724431633,"{1999078900,1998984295,1999077783,1999078905,1999077782,1999078902,1999077786,1999077779,1999077784,1999077806,1998488002,1999078903,1999077787,1998284239,1999677037,1998402176,1999341344,1998414454,1998402145,1998284241,1998284242,1998284240,1998272617,1919962637,1998250017,1998833971}"
1997388109,"{1999167775,1999161026,1999161028,1999161024,1999311771,1999311777,1999311780,1999311781,1999311788,1999311798,1999311789,1999311800,1999311791,1999312119,1999312137,1999312138,1999312116,1999312117,1999312118,1999312130,1999312132,1999312133,1999312136,1999312135,1999417011,1999091893,1998981539,1998849871,1998872207,1998943596,1998876022,1998849872,1998981602,1998872172,1998876026,1998981507,1998849869,1998835729,1998841224,1999091838,1998947392,1998942981,1998942303,1998805492,1999023898,1998849870,1998849875,1999091996,1998872173,1999091954,1999092002,1998942979,1999091868,1999091964,1999091862,1999023880,1998947390,1998814557,1999091988,1999091835,1999091827,1998981518,1998805484,1998981599,1999091985,1999091832,1999091966,1998981515,1998849873,1999025841,1999082193,1998841223,1999025846,1998947391,1998890373,1999025839,1998981532,1998943589,1998849868,1998805488,1998849879,1998849876,1999417014,1998876009,1998814574,1998981601,1998835728,1999091933,1998876018,1999091853,1999091969,1999023926,1999091979,1998943591,1998854438,1998814563,1999025843,1998876010,1998805490,1998849877,1998854414,1998835724,1998814555,1999091860,1999091986,1999091956,1998981542,1998854407,1999091935,1999091972,1999091847,1998854409,1998805494,1998875994,1998943586,1998805501,1999091856,1998814577,1998493525,1999023929,1999091842,1999091880,1998814549,1999025850,1998943571,1999091849,1998723079,1998942301,1999025834,1998741230,1998947395,1998981463,1999091948,1999091939,1998943362,1999025848,1998876008,1999091993,1998981457,1999023935,1999091976,1998854405,1998943587,1999091989,1998943582,1999063966,1998943577,1999091839,1998805498,1998814565,1998814571,1999091946,1999025845,1998943568,1998943370,1998981461,1998947388,1999063969,1999023930,1999091944,1999091962,1998876021,1998947393,1999091864,1998814599,1998943580,1999091846,1999091841,1999091978,1998942297,1999025849,1999091866,1999023882,1999091980,1999091851,1998981603,1998854406,1998876013,1998814552,1998835720,1998835731,1998814551,1999092006,1998890375,1998805486,1998814587,1999091886,1998943574,1999091854,1998943575,1999091897,1998814582,1998854412,1999626369,1998493529,1998493539,1998981476,1998493518,1998374004,1999677382,1999091844,1999091936,1999091999,1999092004,1998493515,1998493516,1998564760,1998547098,1998493538,1998493536,1998981449,1998493524,1998736167,1998814530,1998664357,1998493542,1998736154,1998736157,1998736149,1998841211,1998870130,1998493528,1998493534,1999147508,1998736161,1998736144,1998493531,1998890374,1998908898,1999352542,1999352556,1998493495,1999023859,1999352543,1999352544,1998736146,1999352545,1998591475,1999352546,1999352547,1999352557,1998493527,1999352548,1999352549,1998736163,1999352550,1998486558,1999023860,1998736145,1998493533,1998736151,1998493526,1998493523,1998736165,1999082177,1999023872,1998942299,1998833959,1998630935,1998736159,1998736162,1999420419,1998493500,1999432477,1998374000,1999446171,1998671418,1998493521,1998814525,1999731227,1999731201,1998870125,1998870138,1999567782,1998870129,1999023877,1998671468,1999599405,1998564759,1998564758,1998564757,1998374007,1998854404,1999563921,1999563949,1999563951,1999563969,1999563991,1999563995,1999563997,1999564003,1999564004,1999564006,1999564014,1999563476,1999563502,1999563503,1999563504,1999563525,1999563531,1999563532,1999563533,1999563561,1999563564,1999563591,1999563622,1999563624,1999563628,1999563654,1999563684,1999563691,1999563705,1999563711,1999563738,1999563771,1999563477,1999563506,1999563526,1999563534,1999563566,1999563572,1999563581,1999563592,1999563625,1999563629,1999563655,1999563685,1999563692,1999563706,1999563722,1999563739,1999563922,1999563930,1999563953,1999563971,1999563992,1999563999,1999564008,1999563478,1999563507,1999563527,1999563535,1999563567,1999563594,1999563626,1999563630,1999563656,1999563686,1999563694,1999563708,1999563740,1999563923,1999563954,1999563973,1999563993,1999563998,1999564000,1999564009,1999563479,1999563509,1999563529,1999563536,1999563568,1999563595,1999563631,1999563657,1999563661,1999563689,1999563695,1999563696,1999563697,1999563709,1999563741,1999563924,1999563925,1999563935,1999563955,1999563972,1999563974,1999563975,1999563994,1999564002,1999564011,1999563481,1999563510,1999563537,1999563569,1999563596,1999563632,1999563658,1999563672,1999563698,1999563710,1999563742,1999563926,1999563937,1999563944,1999563957,1999563976,1999563984,1999564012,1999563482,1999563488,1999563511,1999563519,1999563539,1999563570,1999563597,1999563634,1999563640,1999563659,1999563700,1999563707,1999563712,1999563743,1999563744,1999563927,1999563958,1999563977,1999563483,1999563512,1999563540,1999563573,1999563584,1999563598,1999563635,1999563639,1999563660,1999563701,1999563713,1999563746,1999563928,1999563959,1999563963,1999563978,1999563982,1999563485,1999563513,1999563542,1999563574,1999563599,1999563636,1999563641,1999563662,1999563669,1999563702,1999563703,1999563704,1999563714,1999563719,1999563747,1999563931,1999563960,1999563979,1999563486,1999563514,1999563543,1999563575,1999563600,1999563637,1999563663,1999563666,1999563716,1999563748,1999563932,1999563938,1999563948,1999563961,1999563980,1999563487,1999563515,1999563544,1999563576,1999563601,1999563603,1999563638,1999563665,1999563717,1999563750,1999563756,1999563933,1999563962,1999563981,1999563489,1999563518,1999563545,1999563578,1999563602,1999563606,1999563642,1999563667,1999563723,1999563751,1999563752,1999563936,1999563965,1999563983,1999563490,1999563520,1999563546,1999563579,1999563604,1999563643,1999563649,1999563724,1999563753,1999563939,1999563966,1999563985,1999563491,1999563521,1999563547,1999563580,1999563607,1999563644,1999563670,1999563725,1999563727,1999563754,1999563761,1999563940,1999563968,1999563986,1999563492,1999563522,1999563548,1999563582,1999563608,1999563645,1999563671,1999563726,1999563755,1999563941,1999563493,1999563549,1999563550,1999563583,1999563609,1999563615,1999563646,1999563648,1999563673,1999563728,1999563757,1999563942,1999563494,1999563552,1999563585,1999563611,1999563647,1999563674,1999563729,1999563758,1999563769,1999563943,1998547092,1999563495,1999563554,1999563612,1999563675,1999563730,1999563762,1999563945,1999563497,1999563555,1999563613,1999563676,1999563731,1999563734,1999563763,1999563946,1999563556,1999563557,1999563614,1999563678,1999563733,1999563764,1999563947,1999563558,1999563616,1999563679,1999563735,1999563766,1999563559,1999563617,1999563680,1999563736,1999563767,1999563560,1999563565,1999563618,1999563621,1999563681,1999563768,1998493512,1999563619,1999563682,1999563770,1998493494,1999082188,1999082181,1998493496,1998493498,1998547096,1998547094,1998547099,1998493540,1999712195,1999668818,1999747927,1999747946,1998671414,1999747955,1999747958,1998547095}"
1997396880,"{1999664576,1999648179,1999757762}"
1997394280,"{1999254823,1999254909,1999048006}"
1997392532,"{1998986960,1999568758,1998986955,1998919437,1998986954,1998919660,1998801756}"
1354456127,"{1492257002,1961285545,1961285314,1963705268,1963703553,1963302581,1963704683,1963705544,1998467566,1998472791,1998600703,1497482333,1492257950,1492257125,1998472139,1492257190,1998472137,1998472131,1654673351,1998472129,1998671776}"
1981850170,"{1999129589,1999098783,1999098874,1999697539,1998788588}"
1997388996,"{1998545666,1998554026,1998554889,1998433616,1998437407,1998444818,1998422678,1998422679,1998423340,1998437999,1998438003,1998438106,1998467908,1998518472,1998546374,1998545657,1998411087,1998417256,1998437397,1998437998,1998438102,1998438103,1998440439,1998512852,1998512924,1998554890,1998565916,1998652844,1998652862}"
1997396868,"{1999759885,1999759883,1999698735,1999674045,1999674046,1999674047,1999674048,1999367554,1999535178,1999638932,1999325515,1999365122}"
1997389129,"{1998769914,1998705515,1998573244}"
1997395031,"{1999164670,1999201935,1999164585,1999164702,1999164755}"
1997394465,"{1999129335,1999216391,1999306524,1999316044,1999289484,1999316041,1999340358,1999289489,1999406391,1999749695,1999733363,1999036192,1999049449,1999096512,1999696922,1999289479,1999289487,1999696924,1999216392,1999697754,1999129349,1999266178,1999266176,1999129343,1999712869,1999712862,1999754755,1999097854,1999060763,1999129332,1999290014,1999036191}"
1997390805,"{1999211693,1998744235,1998575795,1998872656,1998872654,1998727326,1998872666,1998872667,1998774998,1998744245,1998744239}"
1997387579,{1999625630}
1997397520,"{1999411473,1999589377,1999548511}"
1997392609,"{1998789569,1998778092,1998778094,1998777898,1998789574,1998800825,1998777841}"
1997398790,"{1999650419,1999671499,1999629992,1999629162,1999629157,1999729197,1999710117,1999710118,1999710119,1999729198,1999700773,1999650418}"
1997398725,"{1999763488,1999763494,1999612736,1999612737,1999612738,1999612741,1999748433}"
1997396767,"{1999695225,1999695226,1999695227}"
1997389134,"{1999171501,1999672722,1998922991,1998853423,1998745143,1998471952,1998480732,1998922995,1998854832,1998872640,1998853445,1998854819,1998872580,1998471951,1998562045,1998480729,1998562065,1998852943,1998471959,1998854826,1998853430,1998853416,1998480737,1998812825,1998853440,1998854821,1998853407,1998853511,1998853417,1998480731,1998853501,1998853491,1998853487,1998853446,1998852954,1998854824,1998854828,1998853419,1998853435,1998471953,1998853442,1998767615,1998579943,1998854829,1998853412,1998755229,1998854817,1998853404,1998853438,1998852942,1998460714,1998460690,1998460703,1998471944,1999124559,1999265575,1999265595,1999265602,1999265620,1999265593,1999265642,1999265650,1999288268,1999264479,1999257457,1999257459,1999257455,1999352141,1999289225,1999352144,1999342952,1999342953,1999342954,1999355388,1999355389,1999355390,1999363217,1998471950,1999403380,1999403390,1999403383,1999403391,1999403382,1999403392,1999403393,1999403394,1998471946,1998471882,1998471881,1998471879,1998427770,1998471875,1998471874,1998480735,1998482676,1998562064,1998652841}"
1997396774,{1999363452}
1997388327,{1998570160}
1997393307,"{1998869868,1998869876,1998873038}"
1997390598,"{1998527918,1998527919,1998527922,1998527925,1999349678,1999395601,1999731503,1999731497,1998548597,1999519725,1999519729}"
1997399968,{1999758583}
1997398701,{1999607191}
1997396366,{1999273452}
1259371484,{1999552589}
1997399055,"{1999723679,1999711376,1999711379}"
1997389290,"{1998433576,1998433580,1998433569}"
1997395938,"{1999372421,1999674513,1999675024,1999675025,1999675026,1999675027,1999393637,1999701718,1999665542,1999665553,1999665547,1999665561,1999665578,1999665584,1999665586,1999665595,1999591806,1999744765,1999681464,1999684931,1999684935,1999417277,1999249554,1999417292,1999682056,1999417300,1999364767,1999417540,1999249538,1999325274,1999325262,1999325264,1999325266,1999325268,1999325269,1999325275,1999325277,1999325276,1999325279,1999304561,1999331719,1999331726,1999704831,1999331728,1999301218,1999301250,1999301248,1999321140,1999331729,1999337149,1999307855,1999319579,1999311332,1999311334,1999311342,1999311348,1999322625,1999343203,1999354247,1999354486,1999354412,1999365587,1999370897,1999388155,1999386114,1999386125,1999383808,1999383811,1999385159,1999405988,1999687275,1999389272,1999389674,1999389678,1999421517,1999465169,1999465181,1999516527,1999516648,1999518592,1999581563,1999533717,1999713981,1999571515,1999573420,1999573421,1999583562,1999589772,1999648754,1999648755,1999648764,1999648784,1999648786,1999648787,1999703647,1999286087,1999391338,1999692070,1999293477,1999692174,1999692071,1999692177,1999692072,1999692178,1999692327,1999692073,1999692179,1999692181,1999692182,1999301232,1999692184,1999692186,1999689538,1999689542,1999689533,1999301192,1999692930,1999693277,1999301236,1999751340,1999695292,1999695162,1999255369,1999255372,1999255370,1999263681,1999255375,1999690658,1999690659,1999690660,1999697229,1999286082,1999700542,1999701181,1999701196,1999286084,1999662100,1999662102,1999662103,1999662104,1999662105,1999286085,1999286083}"
1997395701,"{1999291144,1999291145}"
1997396697,"{1999660023,1999658305,1999660038,1999703848,1999733061,1999733067,1999658400,1999681425,1999738730,1999540981,1999749263,1999749267,1999733205,1999660036,1999690277,1999690279,1999690280,1999747362,1999747369,1999747372,1999754724,1999734878}"
1997391895,{1998714538}
1997080964,{1998160628}
1997397023,"{1999397255,1999518246}"
1979809214,{1998558546}
1997393708,{1998912778}
1997395919,{1999222204}
1997389328,"{1998645588,1998645584,1998645592,1998446075,1998571104,1998645573,1998571109,1998571106,1998645579,1999651514,1998571108,1998712593,1998741035}"
